_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
7633073,20171,BP-27889,8,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,,9.0,,Ring,Existing,0,311112.658,4833528.912,-79.421756117,43.64167508,"{u'type': u'Point', u'coordinates': (-79.42175612, 43.6416750847)}"
7633074,20172,BP-27898,993,Queen St W,Queen St W,South,Shaw St,East,,10.0,West Queen West,Ring,Existing,0,311579.814,4833864.252,-79.415961634,43.644689486000004,"{u'type': u'Point', u'coordinates': (-79.4159616319, 43.6446894919)}"
7633075,20173,BP-27909,869,Queen St W,Queen St W,South,Bellwoods Ave,South,,10.0,West Queen West,Ring,Existing,0,312005.343,4833986.155,-79.410685414,43.645782778999994,"{u'type': u'Point', u'coordinates': (-79.4106854189, 43.6457827853)}"
7633076,20174,BP-27921,883,Queen St W,Queen St W,South,Gore Vale Ave,West,,10.0,West Queen West,Ring,Existing,0,311933.952,4833965.283,-79.411570625,43.645595595,"{u'type': u'Point', u'coordinates': (-79.411570628, 43.6455955969)}"
7633077,20175,BP-27923,155,Crawford St,Crawford St,East,Ln N Queen E Crawford,North,,10.0,,Ring,Existing,0,311640.27,4834081.402,-79.415209511,43.646643583,"{u'type': u'Point', u'coordinates': (-79.4152095084, 43.6466435837)}"
7633078,20176,BP-36059,1524,Queen St W,Queen St W,North,Fuller Ave,East,,4.0,Parkdale Village,Ring,Existing,0,309742.405,4833368.672,-79.438741534,43.640243063999996,"{u'type': u'Point', u'coordinates': (-79.4387415315, 43.6402430679)}"
7633079,20177,BP-36071,1684A,Queen St W,Queen St W,North,Triller Ave,West,,4.0,Parkdale Village,Ring,Existing,0,309293.643,4833247.109,-79.444304708,43.63915168,"{u'type': u'Point', u'coordinates': (-79.4443047047, 43.6391516792)}"
7633080,20178,BP-36072,1706,Queen St W,Queen St W,North,Grafton Ave,South,,4.0,Parkdale Village,Ring,Existing,0,309235.792,4833232.021000001,-79.445021843,43.639016209,"{u'type': u'Point', u'coordinates': (-79.4450218475, 43.6390162135)}"
7633081,20179,BP-36076,1334,Queen St W,Queen St W,North,Elm Grove Ave,West,,4.0,Parkdale Village,Ring,Existing,0,310310.582,4833527.052,-79.431697675,43.641664711000004,"{u'type': u'Point', u'coordinates': (-79.4316976709, 43.6416647143)}"
7633082,20180,BP-36077,1378,Queen St W,Queen St W,North,Cowan Ave,West,,4.0,Parkdale Village,Ring,Existing,0,310181.184,4833490.919,-79.433301883,43.641340415,"{u'type': u'Point', u'coordinates': (-79.4333018865, 43.6413404148)}"
7633083,20181,BP-36085,1574,Queen St W,Queen St W,North,Sorauren Ave,East,,4.0,Parkdale Village,Ring,Existing,0,309602.34,4833330.04,-79.440477906,43.639896238999995,"{u'type': u'Point', u'coordinates': (-79.4404779047, 43.639896244)}"
7633084,20182,BP-36088,1598,Queen St W,Queen St W,North,Beaty Ave,West,,4.0,Parkdale Village,Ring,Existing,0,309519.54600000003,4833306.903,-79.441504282,43.639688508,"{u'type': u'Point', u'coordinates': (-79.4415042877, 43.6396885089)}"
7633085,20183,BP-33983,1349,Woodbine Ave,Woodbine Ave,East,Cosburn Ave,North,,19.0,,Ring,Existing,0,319519.274,4839646.704,-79.317391635,43.696624271000005,"{u'type': u'Point', u'coordinates': (-79.3173916315, 43.6966242751)}"
7633086,20185,BP-33990,47,Woodmount Ave,Wolverleigh Blvd,North,Woodmount Ave,West,,19.0,,Ring,Existing,0,319615.613,4838554.248,-79.316226479,43.686788886,"{u'type': u'Point', u'coordinates': (-79.3162264777, 43.6867888904)}"
7633087,20186,BP-33996,468,Huron St,Huron St,West,Ln S Bloor E Huron,North,,11.0,,Ring,Existing,0,312750.68100000004,4836311.057,-79.40141228899999,43.666702421000004,"{u'type': u'Point', u'coordinates': (-79.401412285, 43.666702424)}"
7633088,20187,BP-34001,351,Bloor St W,Huron St,East,Bloor St W,South,,11.0,,Ring,Existing,0,312752.95399999997,4836346.83,-79.401383572,43.667024403,"{u'type': u'Point', u'coordinates': (-79.4013835729, 43.667024404)}"
7633089,20188,BP-34018,468,Huron St,Huron St,West,Bloor St W,South,,11.0,,Ring,Existing,0,312748.999,4836315.649,-79.401433074,43.66674377100001,"{u'type': u'Point', u'coordinates': (-79.401433074, 43.6667437761)}"
7633090,20189,BP-34026,238A,Dupont St,Dupont St,North,Madison Ave,East,,11.0,Dupont by the Castle,Ring,Existing,0,312398.19800000003,4837256.916,-79.40576971600001,43.675220083999996,"{u'type': u'Point', u'coordinates': (-79.4057697164, 43.6752200863)}"
7633091,20190,BP-34059,1542,Bloor St W,Bloor St W,North,Dundas St W,West,,4.0,Bloor By The Park,Ring,Existing,0,308595.031,4835152.322,-79.45295008,43.656305083,"{u'type': u'Point', u'coordinates': (-79.4529500831, 43.6563050826)}"
7633092,20191,BP-34079,1701,Bloor St W,Bloor St W,South,Indian Grv,East,,4.0,Bloor By The Park,Ring,Existing,0,308165.872,4835006.068,-79.458271607,43.654990659,"{u'type': u'Point', u'coordinates': (-79.4582716073, 43.6549906651)}"
7633093,20192,BP-34086,1649,Bloor St W,Bloor St W,South,Indian Rd,East,,4.0,Bloor By The Park,Ring,Existing,0,308349.123,4835060.491,-79.45599939600001,43.655479692,"{u'type': u'Point', u'coordinates': (-79.4559993963, 43.6554796937)}"
7633094,20193,BP-34097,1750,Bloor St W,Keele St,East,Parkside Dr,North,,4.0,Bloor By The Park,Ring,Existing,0,308029.386,4835004.973,-79.4599637,43.654981412,"{u'type': u'Point', u'coordinates': (-79.4599636984, 43.6549814137)}"
7633095,20194,BP-31975,2049,Dundas St W,Dundas St W,West,Morrow Ave,South,,4.0,,Ring,Existing,0,309028.61199999996,4834653.494,-79.447578552,43.651812613999994,"{u'type': u'Point', u'coordinates': (-79.4475785541, 43.6518126175)}"
7633096,20195,BP-31978,1995,Dundas St W,Dundas St W,South,Sorauren Ave,West,,4.0,,Ring,Existing,0,309158.28,4834596.981000001,-79.445971531,43.651303174,"{u'type': u'Point', u'coordinates': (-79.4459715368, 43.6513031754)}"
7633097,20196,BP-31988,555,Parliament St,Parliament St,East,Lancaster Ave,South,,13.0,Cabbagetown,Ring,Existing,0,315387.152,4836279.87,-79.368720967,43.666388828,"{u'type': u'Point', u'coordinates': (-79.3687209723, 43.6663888305)}"
7633098,20197,BP-32018,1,Adelaide St E,Adelaide St E,South,Victoria St,West,,13.0,Financial District,Ring,Existing,0,314663.547,4834513.891,-79.37772579600001,43.650502628000005,"{u'type': u'Point', u'coordinates': (-79.3777258019, 43.6505026265)}"
7633099,20198,BP-32023,568,Parliament St,Parliament St,West,Amelia St,North,,13.0,Cabbagetown,Ring,Existing,0,315336.25899999996,4836395.984,-79.369349766,43.667434728,"{u'type': u'Point', u'coordinates': (-79.369349769, 43.6674347318)}"
7633100,20199,BP-32025,6,Adelaide St E,Adelaide St E,North,Ching Lane,West,,13.0,Financial District,Ring,Existing,0,314631.609,4834519.916999999,-79.37812160899999,43.650557285,"{u'type': u'Point', u'coordinates': (-79.3781216131, 43.6505572913)}"
7633101,20200,BP-32048,111,Wellington St W,York St,West,Wellington St W,South,,10.0,Financial District,Ring,Existing,0,314234.75899999996,4834059.381,-79.383049234,43.646416988999995,"{u'type': u'Point', u'coordinates': (-79.3830492314, 43.6464169869)}"
7633102,20201,BP-32049,505,Parliament St,Parliament St,East,Aberdeen Ave,South,,13.0,Cabbagetown,Ring,Existing,0,315433.34,4836123.798,-79.368151322,43.664983315,"{u'type': u'Point', u'coordinates': (-79.3681513247, 43.6649833184)}"
7633103,20202,BP-32051,1,Adelaide St E,Adelaide St E,South,Yonge St,East,,13.0,Financial District,Ring,Existing,0,314639.782,4834506.94,-79.37802052800001,43.650440367,"{u'type': u'Point', u'coordinates': (-79.3780205325, 43.6504403729)}"
7633104,20203,BP-32061,583,Parliament St,Amelia St,North,Parliament St,East,,13.0,Cabbagetown,Ring,Existing,0,315360.09,4836386.547,-79.369054452,43.667349441999995,"{u'type': u'Point', u'coordinates': (-79.3690544486, 43.6673494483)}"
7633105,20204,BP-32077,537,Parliament St,Winchester St,South,Parliament St,East,,13.0,Cabbagetown,Ring,Existing,0,315411.414,4836219.248,-79.36842132,43.665842805,"{u'type': u'Point', u'coordinates': (-79.36842132, 43.6658428071)}"
7633106,20206,BP-32094,2247,Queen St E,Queen St E,South,Hammersmith Ave,West,,19.0,The Beach,Ring,Existing,0,321355.97,4836817.466,-79.294692456,43.671118924,"{u'type': u'Point', u'coordinates': (-79.2946924539, 43.6711189228)}"
7633107,20207,BP-32099,2226A,Queen St E,Queen St E,North,Beech Ave,West,,19.0,The Beach,Ring,Existing,0,321905.38300000003,4836989.462,-79.287873874,43.67265466,"{u'type': u'Point', u'coordinates': (-79.2878738766, 43.6726546648)}"
7633108,20209,BP-31458,16,Hollywood Ave,Yonge St,East,Hollywood Ave,North,,18.0,,Ring,Existing,0,311892.082,4847351.306,-79.411913367,43.766087113000005,"{u'type': u'Point', u'coordinates': (-79.411913369, 43.7660871107)}"
7633109,20210,BP-31474,5111,Yonge St,Yonge St,East,Hillcrest Ave,North,,18.0,,Ring,Existing,0,311845.409,4847606.115,-79.41248972300001,43.768381135,"{u'type': u'Point', u'coordinates': (-79.4124897229, 43.7683811341)}"
7633110,20211,BP-31500,1044,Queen St E,Queen St E,North,Pape Ave,West,,14.0,Leslieville,Ring,Existing,0,317853.142,4835747.1680000005,-79.338156079,43.66155461,"{u'type': u'Point', u'coordinates': (-79.3381560734, 43.6615546121)}"
7633111,20212,BP-31532,1105,Queen St E,Queen St E,South,Brooklyn Ave,East,,14.0,Leslieville,Ring,Existing,0,318048.274,4835792.154,-79.33573556399999,43.66195608899999,"{u'type': u'Point', u'coordinates': (-79.3357355671, 43.6619560939)}"
7633112,20213,BP-31580,1124,Queen St E,Queen St E,North,Caroline Ave,East,,14.0,Leslieville,Ring,Existing,0,318091.119,4835820.4860000005,-79.33520364,43.662210351000006,"{u'type': u'Point', u'coordinates': (-79.3352036395, 43.6622103543)}"
7633113,20214,BP-31619,3,Coady Ave,Queen St E,North,Coady Ave,East,,14.0,Leslieville,Ring,Existing,0,318196.577,4835852.883,-79.333895273,43.662500073000004,"{u'type': u'Point', u'coordinates': (-79.3338952689, 43.662500077)}"
7633114,20215,BP-31642,819,Queen St E,Queen St E,South,Empire Ave,West,,14.0,Riverside District,Ring,Existing,0,317312.364,4835564.525,-79.344865306,43.659919878000004,"{u'type': u'Point', u'coordinates': (-79.3448653062, 43.6599198817)}"
7633115,20216,BP-31644,742,Queen St E,Grant St,West,Queen St E,North,,14.0,Riverside District,Ring,Existing,0,317012.468,4835489.761,-79.348585248,43.659251892,"{u'type': u'Point', u'coordinates': (-79.3485852485, 43.6592518929)}"
7633116,20217,BP-31646,1192,Queen St E,Queen St E,North,Curzon St,West,,14.0,Leslieville,Ring,Existing,0,318377.73600000003,4835908.879,-79.33164766899999,43.663000829,"{u'type': u'Point', u'coordinates': (-79.3316476717, 43.663000828)}"
7633117,20218,BP-31652,391,Roncesvalles Ave,Roncesvalles Ave,East,Neepawa Ave,North,,4.0,Roncesvalles Village,Ring,Existing,0,308779.475,4834530.523,-79.450667972,43.650707087,"{u'type': u'Point', u'coordinates': (-79.4506679717, 43.6507070862)}"
7633118,20219,BP-31653,379,Roncesvalles Ave,Roncesvalles Ave,East,Neepawa Ave,South,,4.0,Roncesvalles Village,Ring,Existing,0,308793.54600000003,4834477.705,-79.45049392899999,43.650231576,"{u'type': u'Point', u'coordinates': (-79.4504939294, 43.6502315771)}"
7633119,20220,BP-28230,2310,Bloor St W,Bloor St W,North,Durie St,West,,4.0,Bloor West Village,Ring,Existing,0,306441.23600000003,4834503.636,-79.479654306,43.650473899,"{u'type': u'Point', u'coordinates': (-79.4796543041, 43.6504739005)}"
7633120,20221,BP-28245,248,Kennedy Ave,Bloor St W,South,Kennedy Ave,West,,4.0,Bloor West Village,Ring,Existing,0,306760.591,4834581.862,-79.47569511399999,43.651177266000005,"{u'type': u'Point', u'coordinates': (-79.4756951141, 43.6511772677)}"
7633121,20222,BP-28258,2350,Bloor St W,Bloor St W,North,Windermere Ave,West,,4.0,Bloor West Village,Ring,Existing,0,306327.232,4834470.506,-79.481067661,43.650175923999996,"{u'type': u'Point', u'coordinates': (-79.4810676562, 43.6501759282)}"
7633122,20223,BP-28259,107,Fourth St,Lake Shore Blvd W,South,Fourth St,East,,3.0,Lakeshore Village,Ring,Existing,0,304673.582,4829060.881,-79.50156588,43.601483286000004,"{u'type': u'Point', u'coordinates': (-79.5015658773, 43.6014832861)}"
7633123,20224,BP-28267,2253,Bloor St W,Bloor St W,South,Beresford Ave,East,,4.0,Bloor West Village,Ring,Existing,0,306615.303,4834539.355,-79.477496348,43.650795018000004,"{u'type': u'Point', u'coordinates': (-79.4774963506, 43.6507950157)}"
7633124,20225,BP-28269,2310,Bloor St W,Bloor St W,North,Durie St,West,,4.0,Bloor West Village,Ring,Existing,0,306434.722,4834501.502,-79.479735068,43.650454705,"{u'type': u'Point', u'coordinates': (-79.4797350618, 43.650454706)}"
7633125,20226,BP-28273,255,Runnymede Rd,Bloor St W,North,Runnymede Rd,East,,4.0,Bloor West Village,Ring,Existing,0,306738.159,4834593.436000001,-79.475973155,43.651281503999996,"{u'type': u'Point', u'coordinates': (-79.4759731556, 43.6512815083)}"
7633126,20227,BP-28288,255,Runnymede Rd,Bloor St W,North,Kennedy Ave,West,,4.0,Bloor West Village,Ring,Existing,0,306746.63399999996,4834595.874,-79.475868082,43.651303432,"{u'type': u'Point', u'coordinates': (-79.4758680845, 43.6513034314)}"
7633127,20228,BP-28300,430,Royal York Rd,Algoma St,West,Royal York Rd,West,,3.0,Mimico Village,Ring,Existing,0,304770.441,4831198.75,-79.500366253,43.620727153999994,"{u'type': u'Point', u'coordinates': (-79.5003662495, 43.6207271603)}"
7633128,20229,BP-28313,404,Sherbourne St,Sherbourne St,West,Homewood Ave,East,,13.0,,Ring,Existing,0,314977.825,4836096.469,-79.373800011,43.664743696,"{u'type': u'Point', u'coordinates': (-79.3738000091, 43.6647436965)}"
7633129,20230,BP-28315,487,Jarvis St,Maitland Pl,North,Homewood Ave,West,,13.0,,Ring,Existing,0,314769.041,4836187.025,-79.376387154,43.665561643000004,"{u'type': u'Point', u'coordinates': (-79.3763871488, 43.6655616485)}"
7633130,20231,BP-28324,117,Earl Pl,Earl Pl,South,Jarvis St,East,,13.0,,Ring,Existing,0,314607.147,4836458.549,-79.37838964,43.668007873,"{u'type': u'Point', u'coordinates': (-79.3783896429, 43.6680078747)}"
7633131,20232,BP-28345,197,Wellesley St E,Bleecker St,West,Wellesley St E,South,,13.0,,Ring,Existing,0,314979.544,4836361.698,-79.373773695,43.667131077,"{u'type': u'Point', u'coordinates': (-79.3737736919, 43.6671310827)}"
7633132,20233,BP-28352,410,Jarvis St,Jarvis St,West,Maitland Pl,South,,13.0,,Ring,Existing,0,314658.44899999996,4836087.071,-79.377760282,43.664663405,"{u'type': u'Point', u'coordinates': (-79.377760276, 43.6646634054)}"
7633133,20234,BP-28358,125,Earl Pl,Earl Pl,South,Jarvis St,East,,13.0,,Ring,Existing,0,314609.066,4836459.187,-79.378365839,43.668013589,"{u'type': u'Point', u'coordinates': (-79.3783658354, 43.6680135922)}"
7633134,20236,BP-28369,3,Howard St,Howard St,South,Sherbourne St,East,,13.0,,Ring,Existing,0,314790.142,4836812.125,-79.376113937,43.67118808,"{u'type': u'Point', u'coordinates': (-79.3761139318, 43.6711880853)}"
7633135,20237,BP-28375,130,Carlton St,Carlton St,North,Jarvis St,East,,13.0,,Ring,Existing,0,314803.83,4835863.813,-79.375961768,43.662651841999995,"{u'type': u'Point', u'coordinates': (-79.3759617678, 43.6626518471)}"
7633136,20238,BP-28378,224,Wellesley St E,Wellesley St E,North,Ontario St,West,,13.0,,Ring,Existing,0,315086.86100000003,4836417.54,-79.372441899,43.667632253,"{u'type': u'Point', u'coordinates': (-79.3724419004, 43.6676322568)}"
7633137,20239,BP-28382,467,Jarvis St,Jarvis St,East,Maitland Pl,South,,13.0,,Ring,Existing,0,314677.06,4836083.556,-79.37752957,43.664631513,"{u'type': u'Point', u'coordinates': (-79.377529574, 43.6646315188)}"
7633138,20240,BP-28384,415,Jarvis St,Jarvis St,East,Sirman Lane,South,,13.0,,Ring,Existing,0,314715.83,4835954.557,-79.377051223,43.663469837,"{u'type': u'Point', u'coordinates': (-79.377051217, 43.6634698416)}"
7633139,20241,BP-33280,22,The Esplanade,The Esplanade,North,Scott St,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314872.087,4834066.7469999995,-79.37514896100001,43.646474937,"{u'type': u'Point', u'coordinates': (-79.3751489633, 43.6464749356)}"
7633140,20242,BP-33286,35,Wellington St E,Wellington St E,South,Leader Lane,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314841.298,4834255.718,-79.375527108,43.648176346999996,"{u'type': u'Point', u'coordinates': (-79.3755271026, 43.6481763449)}"
7633141,20243,BP-33288,35,Wellington St E,Wellington St E,South,Leader Lane,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314849.048,4834258.085,-79.37543099199999,43.648197546999995,"{u'type': u'Point', u'coordinates': (-79.375430989, 43.6481975465)}"
7633142,20244,BP-33298,49,Wellington St E,Front St E,North,Wellington St E,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314910.753,4834242.705,-79.374666375,43.648058272,"{u'type': u'Point', u'coordinates': (-79.3746663773, 43.6480582697)}"
7633143,20245,BP-33304,6,King St W,King St W,North,Jordan St,East,,13.0,Financial District,Ring,Existing,0,314591.515,4834354.683,-79.378621639,43.649070488999996,"{u'type': u'Point', u'coordinates': (-79.378621636, 43.6490704924)}"
7633144,20246,BP-33309,27,Front St E,Scott St,East,Front St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314823.88,4834196.284,-79.375744122,43.647641593,"{u'type': u'Point', u'coordinates': (-79.3757441201, 43.6476415939)}"
7633145,20247,BP-33335,17,Wellington St E,Wellington St E,South,Scott St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314772.34,4834234.714,-79.37638230399999,43.647988202,"{u'type': u'Point', u'coordinates': (-79.3763822984, 43.6479882083)}"
7633146,20248,BP-33338,66,The Esplanade,The Esplanade,North,Church St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314983.113,4834134.173,-79.37377145100001,43.647080346,"{u'type': u'Point', u'coordinates': (-79.3737714455, 43.6470803489)}"
7633147,20250,BP-31028,145,Queen St W,Richmond St W,North,Ln W York S Richmond,West,,10.0,Toronto Entertainment District,Ring,Existing,0,314057.39,4834499.484,-79.385240299,43.650380733,"{u'type': u'Point', u'coordinates': (-79.3852403041, 43.6503807346)}"
7633148,20251,BP-31031,180,York St,York St,West,Queen St W,South,,10.0,Toronto Entertainment District,Ring,Existing,0,314089.377,4834546.188999999,-79.384842972,43.650800739,"{u'type': u'Point', u'coordinates': (-79.3848429732, 43.6508007435)}"
7633149,20254,BP-31053,5643,Yonge St,Yonge St,East,Hendon Ave,South,,18.0,,Ring,Existing,0,311587.067,4849009.234,-79.415680809,43.781013234,"{u'type': u'Point', u'coordinates': (-79.4156808142, 43.7810132375)}"
7633150,20255,BP-31077,461,Cherry St,Cherry St,East,Front St E,North,,13.0,,Ring,Existing,0,316253.178,4834809.089,-79.358013614,43.653137021999996,"{u'type': u'Point', u'coordinates': (-79.358013618, 43.6531370251)}"
7633151,20261,BP-31214,672,Dupont St,Dupont St,North,Willowvale Lane,West,,11.0,,Ring,Existing,0,311067.535,4836849.074,-79.422276868,43.671561382,"{u'type': u'Point', u'coordinates': (-79.4222768706, 43.6715613836)}"
7633152,20262,BP-31215,1921,Yonge St,Yonge St,East,Davisville Ave,North,,12.0,Midtown Yonge,Ring,Existing,0,313135.735,4839872.909,-79.39658259999999,43.69875948399999,"{u'type': u'Point', u'coordinates': (-79.3965825987, 43.6987594888)}"
7633153,20263,BP-31223,672,Dupont St,Dupont St,North,Willowvale Lane,West,,11.0,,Ring,Existing,0,311070.439,4836849.963,-79.422240852,43.67156936,"{u'type': u'Point', u'coordinates': (-79.4222408481, 43.6715693613)}"
7633154,20264,BP-31237,2627A,Yonge St,Yonge St,East,Sheldrake Blvd,North,,15.0,Uptown Yonge,Ring,Existing,0,312854.898,4841690.607,-79.40003961800001,43.715124157,"{u'type': u'Point', u'coordinates': (-79.4000396158, 43.715124157)}"
7633155,20265,BP-31239,2350,Yonge St,Yonge St,West,Orchard View Blvd,North,,8.0,Uptown Yonge,Ring,Existing,0,312954.1,4840944.843,-79.398819827,43.708410267,"{u'type': u'Point', u'coordinates': (-79.3988198257, 43.7084102654)}"
7633156,20266,BP-27972,622,Queen St W,Queen St W,North,Markham St,West,,10.0,West Queen West,Ring,Existing,0,312425.836,4834118.103,-79.405471293,43.646966303999996,"{u'type': u'Point', u'coordinates': (-79.4054712983, 43.646966305)}"
7633157,20267,BP-27977,594-596,Queen St W,Queen St W,North,Bathurst St,West,,10.0,West Queen West,Ring,Existing,0,312501.568,4834138.943,-79.404532244,43.647153114,"{u'type': u'Point', u'coordinates': (-79.4045322402, 43.6471531131)}"
7633158,20268,BP-27983,723,Queen St W,Tecumseth St,East,Ln S Queen W Tecumseth,North,,10.0,West Queen West,Ring,Existing,0,312349.281,4834064.763,-79.406421001,43.646486953,"{u'type': u'Point', u'coordinates': (-79.4064210065, 43.6464869535)}"
7633159,20269,BP-27984,765,Queen St W,Queen St W,South,Euclid Ave,South,,10.0,West Queen West,Ring,Existing,0,312241.943,4834052.005,-79.407751713,43.64637319,"{u'type': u'Point', u'coordinates': (-79.4077517155, 43.6463731956)}"
7633160,20270,BP-27998,41,Bellwoods Ave,Bellwoods Ave,East,Ln N Robinson E Bellwoods,South,,10.0,,Ring,Existing,0,311943.912,4834196.851,-79.411444112,43.647679921000005,"{u'type': u'Point', u'coordinates': (-79.4114441062, 43.6476799275)}"
7633161,20271,BP-28007,7,Markham St,Queen St W,North,Markham St,East,,10.0,West Queen West,Ring,Existing,0,312475.055,4834131.937,-79.40486099,43.647090324,"{u'type': u'Point', u'coordinates': (-79.4048609914, 43.6470903236)}"
7633162,20272,BP-28008,761,Queen St W,Queen St W,South,Euclid Ave,South,,10.0,West Queen West,Ring,Existing,0,312246.332,4834053.303,-79.40769729,43.646384831999995,"{u'type': u'Point', u'coordinates': (-79.4076972928, 43.6463848355)}"
